Date,EnergyConsumption
01/07/2018, 2.998 
02/07/2018, 3.325 
03/07/2018, 3.357 
04/07/2018, 3.353 
05/07/2018, 3.274 
06/07/2018, 3.236 
07/07/2018, 3.160 
08/07/2018, 2.958 
09/07/2018, 3.272 
10/07/2018, 3.322 
11/07/2018, 3.310 
12/07/2018, 3.287 
13/07/2018, 3.263 
14/07/2018, 3.190 
15/07/2018, 2.936 
16/07/2018, 3.193 
17/07/2018, 3.279 
18/07/2018, 3.341 
19/07/2018, 3.327 
20/07/2018, 3.355 
21/07/2018, 3.251 
22/07/2018, 3.030 
23/07/2018, 3.324 
24/07/2018, 3.367 
25/07/2018, 3.309 
26/07/2018, 3.268 
27/07/2018, 3.216 
28/07/2018, 3.149 
29/07/2018, 2.965 
30/07/2018, 3.273 
31/07/2018, 3.350 
01/08/2018, 3.348 
02/08/2018, 3.277 
03/08/2018, 3.166 
04/08/2018, 3.069 
05/08/2018, 2.872 
06/08/2018, 3.163 
07/08/2018, 3.205 
08/08/2018, 3.275 
09/08/2018, 3.324 
10/08/2018, 3.308 
11/08/2018, 3.213 
12/08/2018, 2.985 
13/08/2018, 3.277 
14/08/2018, 3.325 
15/08/2018, 3.329 
16/08/2018, 3.234 
17/08/2018, 2.715 
18/08/2018, 2.972 
19/08/2018, 2.954 
20/08/2018, 3.284 
21/08/2018, 3.333 
22/08/2018, 2.811 
23/08/2018, 3.309 
24/08/2018, 3.368 
25/08/2018, 3.228 
26/08/2018, 3.035 
27/08/2018, 3.355 
28/08/2018, 3.457 
29/08/2018, 3.422 
30/08/2018, 3.390 
31/08/2018, 3.406 
01/09/2018, 3.261 
02/09/2018, 3.051 
03/09/2018, 3.321 
04/09/2018, 3.347 
05/09/2018, 3.185 
06/09/2018, 3.345 
07/09/2018, 3.357 
08/09/2018, 3.310 
09/09/2018, 3.121 
10/09/2018, 3.338 
11/09/2018, 3.059 
12/09/2018, 3.387 
13/09/2018, 3.415 
14/09/2018, 3.374 
15/09/2018, 3.243 
16/09/2018, 3.037 
17/09/2018, 3.385 
18/09/2018, 3.393 
19/09/2018, 3.458 
20/09/2018, 3.426 
21/09/2018, 3.435 
22/09/2018, 3.360 
23/09/2018, 3.161 
24/09/2018, 3.476 
25/09/2018, 3.542 
26/09/2018, 3.534 
27/09/2018, 3.521 
28/09/2018, 3.466 
29/09/2018, 3.373 
30/09/2018, 3.192 
01/10/2018, 3.522 
02/10/2018, 3.585 
03/10/2018, 3.588 
04/10/2018, 3.540 
05/10/2018, 3.636 
06/10/2018, 3.390 
07/10/2018, 3.185 
08/10/2018, 3.508 
09/10/2018, 3.541 
10/10/2018, 3.529 
11/10/2018, 3.486 
12/10/2018, 3.490 
13/10/2018, 3.418 
14/10/2018, 3.173 
15/10/2018, 3.503 
16/10/2018, 3.573 
17/10/2018, 3.585 
18/10/2018, 3.570 
19/10/2018, 3.553 
20/10/2018, 3.426 
21/10/2018, 3.235 
22/10/2018, 3.559 
23/10/2018, 3.606 
24/10/2018, 3.590 
25/10/2018, 3.563 
26/10/2018, 3.535 
27/10/2018, 3.440 
28/10/2018, 3.238 
29/10/2018, 3.468 
30/10/2018, 3.581 
31/10/2018, 3.604 
01/11/2018, 3.609 
02/11/2018, 3.595 
03/11/2018, 3.469 
04/11/2018, 3.221 
05/11/2018, 3.550 
06/11/2018, 3.555 
07/11/2018, 3.548 
08/11/2018, 3.496 
09/11/2018, 3.471 
10/11/2018, 3.314 
11/11/2018, 3.137 
12/11/2018, 3.476 
13/11/2018, 3.542 
14/11/2018, 3.520 
15/11/2018, 3.545 
16/11/2018, 3.546 
17/11/2018, 3.471 
18/11/2018, 3.255 
19/11/2018, 3.466 
20/11/2018, 3.159 
21/11/2018, 3.522 
22/11/2018, 3.539 
23/11/2018, 3.563 
24/11/2018, 3.437 
25/11/2018, 3.212 
26/11/2018, 3.418 
27/11/2018, 3.456 
28/11/2018, 3.433 
29/11/2018, 3.442 
30/11/2018, 3.419 
01/12/2018, 3.317 
02/12/2018, 3.124 
03/12/2018, 3.358 
04/12/2018, 3.424 
05/12/2018, 3.392 
06/12/2018, 3.440 
07/12/2018, 3.486 
08/12/2018, 3.336 
09/12/2018, 3.116 
10/12/2018, 3.452 
11/12/2018, 3.494 
12/12/2018, 3.517 
13/12/2018, 3.505 
14/12/2018, 3.458 
15/12/2018, 3.290 
16/12/2018, 3.010 
17/12/2018, 3.431 
18/12/2018, 3.480 
19/12/2018, 3.497 
20/12/2018, 3.446 
21/12/2018, 3.386 
22/12/2018, 3.318 
23/12/2018, 3.060 
24/12/2018, 3.082 
25/12/2018, 2.872 
26/12/2018, 3.145 
27/12/2018, 3.241 
28/12/2018, 3.271 
29/12/2018, 3.186 
30/12/2018, 2.912 
31/12/2018, 2.957 
01/01/2019, 2.626 
02/01/2019, 3.132 
03/01/2019, 3.284 
04/01/2019, 3.391 
05/01/2019, 3.342 
06/01/2019, 3.155 
07/01/2019, 3.476 
08/01/2019, 3.494 
09/01/2019, 3.487 
10/01/2019, 3.513 
11/01/2019, 3.502 
12/01/2019, 3.363 
13/01/2019, 3.098 
14/01/2019, 3.398 
15/01/2019, 3.474 
16/01/2019, 3.378 
17/01/2019, 3.369 
18/01/2019, 3.336 
19/01/2019, 3.274 
20/01/2019, 3.091 
21/01/2019, 3.368 
22/01/2019, 3.248 
23/01/2019, 3.240 
24/01/2019, 3.310 
25/01/2019, 3.293 
26/01/2019, 3.223 
27/01/2019, 2.982 
28/01/2019, 3.295 
29/01/2019, 3.377 
30/01/2019, 3.388 
31/01/2019, 3.380 
01/02/2019, 3.310 
02/02/2019, 3.246 
03/02/2019, 3.072 
04/02/2019, 3.247 
05/02/2019, 3.004 
06/02/2019, 3.292 
07/02/2019, 3.387 
08/02/2019, 3.391 
09/02/2019, 3.284 
10/02/2019, 3.065 
11/02/2019, 3.369 
12/02/2019, 3.390 
13/02/2019, 3.431 
14/02/2019, 3.477 
15/02/2019, 3.422 
16/02/2019, 3.280 
17/02/2019, 3.061 
18/02/2019, 3.366 
19/02/2019, 3.416 
20/02/2019, 3.434 
21/02/2019, 3.404 
22/02/2019, 3.384 
23/02/2019, 3.273 
24/02/2019, 3.081 
25/02/2019, 3.394 
26/02/2019, 3.536 
27/02/2019, 3.555 
28/02/2019, 3.529 
01/03/2019, 3.458 
02/03/2019, 3.287 
03/03/2019, 3.032 
04/03/2019, 3.388 
05/03/2019, 3.459 
06/03/2019, 3.355 
07/03/2019, 2.870 
08/03/2019, 3.253 
09/03/2019, 3.239 
10/03/2019, 3.036 
11/03/2019, 3.442 
12/03/2019, 3.438 
13/03/2019, 3.450 
14/03/2019, 3.446 
15/03/2019, 3.423 
16/03/2019, 3.228 
17/03/2019, 2.973 
18/03/2019, 3.258 
19/03/2019, 3.358 
20/03/2019, 3.400 
21/03/2019, 3.459 
22/03/2019, 3.436 
23/03/2019, 3.275 
24/03/2019, 3.033 
25/03/2019, 3.425 
26/03/2019, 3.491 
27/03/2019, 3.489 
28/03/2019, 3.452 
29/03/2019, 3.433 
30/03/2019, 3.362 
31/03/2019, 3.125 
01/04/2019, 3.429 
02/04/2019, 3.453 
03/04/2019, 3.040 
04/04/2019, 3.409 
05/04/2019, 3.439 
06/04/2019, 3.300 
07/04/2019, 3.104 
08/04/2019, 3.450 
09/04/2019, 3.525 
10/04/2019, 3.580 
11/04/2019, 3.552 
12/04/2019, 3.526 
13/04/2019, 3.429 
14/04/2019, 3.168 
15/04/2019, 3.557 
16/04/2019, 3.530 
17/04/2019, 2.749 
18/04/2019, 3.261 
19/04/2019, 3.190 
20/04/2019, 3.329 
21/04/2019, 3.179 
22/04/2019, 3.571 
23/04/2019, 3.645 
24/04/2019, 3.654 
25/04/2019, 3.667 
26/04/2019, 3.620 
27/04/2019, 3.495 
28/04/2019, 3.226 
29/04/2019, 3.548 
30/04/2019, 3.504 
01/05/2019, 2.973 
02/05/2019, 3.443 
03/05/2019, 3.589 
04/05/2019, 3.466 
05/05/2019, 3.204 
06/05/2019, 3.548 
07/05/2019, 3.668 
08/05/2019, 3.667 
09/05/2019, 3.649 
10/05/2019, 3.601 
11/05/2019, 3.505 
12/05/2019, 3.281 
13/05/2019, 3.606 
14/05/2019, 3.671 
15/05/2019, 3.698 
16/05/2019, 3.651 
17/05/2019, 3.578 
18/05/2019, 3.426 
19/05/2019, 3.153 
20/05/2019, 3.529 
21/05/2019, 3.624 
22/05/2019, 3.658 
23/05/2019, 3.653 
24/05/2019, 3.595 
25/05/2019, 3.422 
26/05/2019, 3.221 
27/05/2019, 3.497 
28/05/2019, 3.534 
29/05/2019, 3.511 
30/05/2019, 3.198 
31/05/2019, 3.127 
01/06/2019, 2.899 
02/06/2019, 2.801 
03/06/2019, 2.684 
04/06/2019, 2.618 
05/06/2019, 2.438 
06/06/2019, 2.463 
07/06/2019, 2.514 
08/06/2019, 2.512 
09/06/2019, 2.575 
10/06/2019, 3.073 
11/06/2019, 3.252 
12/06/2019, 3.278 
13/06/2019, 3.427 
14/06/2019, 3.443 
15/06/2019, 3.347 
16/06/2019, 3.102 
17/06/2019, 3.410 
18/06/2019, 3.469 
19/06/2019, 3.462 
20/06/2019, 3.400 
21/06/2019, 3.366 
22/06/2019, 3.256 
23/06/2019, 3.032 
24/06/2019, 3.364 
25/06/2019, 3.414 
26/06/2019, 3.438 
27/06/2019, 3.432 
28/06/2019, 3.343 
29/06/2019, 3.213 
30/06/2019, 2.932 
01/07/2019, 3.279 
02/07/2019, 3.382 
03/07/2019, 3.454 
04/07/2019, 3.476 
05/07/2019, 3.465 
06/07/2019, 3.317 
07/07/2019, 3.043 
08/07/2019, 3.395 
09/07/2019, 3.405 
10/07/2019, 3.386 
11/07/2019, 3.397 
12/07/2019, 3.395 
13/07/2019, 3.247 
14/07/2019, 2.994 
15/07/2019, 3.332 
16/07/2019, 3.413 
17/07/2019, 3.390 
18/07/2019, 3.421 
19/07/2019, 3.453 
20/07/2019, 3.351 
21/07/2019, 3.124 
22/07/2019, 3.429 
23/07/2019, 3.471 
24/07/2019, 3.467 
25/07/2019, 3.443 
26/07/2019, 3.443 
27/07/2019, 3.339 
28/07/2019, 3.072 
29/07/2019, 3.364 
30/07/2019, 3.452 
31/07/2019, 3.431 
01/08/2019, 3.432 
02/08/2019, 3.446 
03/08/2019, 3.280 
04/08/2019, 2.984 
05/08/2019, 3.291 
06/08/2019, 3.348 
07/08/2019, 3.370 
08/08/2019, 3.385 
09/08/2019, 3.399 
10/08/2019, 3.249 
11/08/2019, 2.727 
12/08/2019, 3.363 
13/08/2019, 3.533 
14/08/2019, 3.540 
15/08/2019, 3.560 
16/08/2019, 3.436 
17/08/2019, 2.807 
18/08/2019, 2.947 
19/08/2019, 3.407 
20/08/2019, 3.512 
21/08/2019, 3.537 
22/08/2019, 3.552 
23/08/2019, 3.477 
24/08/2019, 3.360 
25/08/2019, 3.150 
26/08/2019, 3.469 
27/08/2019, 3.510 
28/08/2019, 3.502 
29/08/2019, 3.515 
30/08/2019, 3.476 
31/08/2019, 3.325 
01/09/2019, 2.899 
02/09/2019, 3.418 
03/09/2019, 3.554 
04/09/2019, 3.543 
05/09/2019, 3.499 
06/09/2019, 3.476 
07/09/2019, 3.343 
08/09/2019, 3.134 
09/09/2019, 3.499 
10/09/2019, 3.515 
11/09/2019, 3.537 
12/09/2019, 3.473 
13/09/2019, 3.423 
14/09/2019, 3.350 
15/09/2019, 3.149 
16/09/2019, 3.512 
17/09/2019, 3.579 
18/09/2019, 3.589 
19/09/2019, 3.569 
20/09/2019, 3.532 
21/09/2019, 3.423 
22/09/2019, 3.187 
23/09/2019, 3.536 
24/09/2019, 3.628 
25/09/2019, 3.635 
26/09/2019, 3.642 
27/09/2019, 3.604 
28/09/2019, 3.465 
29/09/2019, 3.250 
30/09/2019, 3.556 
01/10/2019, 3.599 
02/10/2019, 3.634 
03/10/2019, 3.615 
04/10/2019, 3.593 
05/10/2019, 3.389 
06/10/2019, 3.204 
07/10/2019, 3.579 
08/10/2019, 3.660 
09/10/2019, 3.661 
10/10/2019, 3.677 
11/10/2019, 3.664 
12/10/2019, 3.513 
13/10/2019, 3.261 
14/10/2019, 3.630 
15/10/2019, 3.699 
16/10/2019, 3.675 
17/10/2019, 3.640 
18/10/2019, 3.640 
19/10/2019, 3.543 
20/10/2019, 3.295 
21/10/2019, 3.647 
22/10/2019, 3.728 
23/10/2019, 3.761 
24/10/2019, 3.752 
25/10/2019, 3.735 
26/10/2019, 3.592 
27/10/2019, 3.336 
28/10/2019, 3.676 
29/10/2019, 3.753 
30/10/2019, 3.738 
31/10/2019, 3.755 
01/11/2019, 3.645 
02/11/2019, 3.401 
03/11/2019, 3.155 
04/11/2019, 3.493 
05/11/2019, 3.621 
06/11/2019, 3.618 
07/11/2019, 3.675 
08/11/2019, 3.641 
09/11/2019, 3.151 
10/11/2019, 3.150 
11/11/2019, 3.598 
12/11/2019, 3.705 
13/11/2019, 3.719 
14/11/2019, 3.715 
15/11/2019, 3.735 
16/11/2019, 3.551 
17/11/2019, 3.366 
18/11/2019, 3.747 
19/11/2019, 3.807 
20/11/2019, 3.789 
21/11/2019, 3.764 
22/11/2019, 3.717 
23/11/2019, 3.598 
24/11/2019, 3.362 
25/11/2019, 3.717 
26/11/2019, 3.774 
27/11/2019, 3.793 
28/11/2019, 3.798 
29/11/2019, 3.804 
30/11/2019, 3.632 
01/12/2019, 3.374 
02/12/2019, 3.741 
03/12/2019, 3.804 
04/12/2019, 3.762 
05/12/2019, 3.765 
06/12/2019, 3.694 
07/12/2019, 3.517 
08/12/2019, 3.252 
09/12/2019, 3.627 
10/12/2019, 3.663 
11/12/2019, 3.609 
12/12/2019, 3.657 
13/12/2019, 3.645 
14/12/2019, 3.537 
15/12/2019, 3.245 
16/12/2019, 3.569 
17/12/2019, 3.587 
18/12/2019, 3.606 
19/12/2019, 3.678 
20/12/2019, 3.653 
21/12/2019, 3.574 
22/12/2019, 3.252 
23/12/2019, 3.551 
24/12/2019, 3.551 
25/12/2019, 3.256 
26/12/2019, 3.539 
27/12/2019, 3.548 
28/12/2019, 3.400 
29/12/2019, 3.229 
30/12/2019, 3.497 
31/12/2019, 3.315 
01/01/2020, 2.781 
02/01/2020, 3.307 
03/01/2020, 3.457 
04/01/2020, 3.333 
05/01/2020, 3.063 
06/01/2020, 3.411 
07/01/2020, 3.469 
08/01/2020, 3.461 
09/01/2020, 3.448 
10/01/2020, 3.420 
11/01/2020, 3.279 
12/01/2020, 3.083 
13/01/2020, 3.462 
14/01/2020, 3.574 
15/01/2020, 3.604 
16/01/2020, 3.645 
17/01/2020, 3.631 
18/01/2020, 3.529 
19/01/2020, 3.330 
20/01/2020, 3.664 
21/01/2020, 3.706 
22/01/2020, 3.721 
23/01/2020, 3.698 
24/01/2020, 3.667 
25/01/2020, 3.161 
26/01/2020, 3.145 
27/01/2020, 3.581 
28/01/2020, 3.681 
29/01/2020, 3.709 
30/01/2020, 3.637 
31/01/2020, 3.583 
01/02/2020, 3.441 
02/02/2020, 3.196 
03/02/2020, 3.517 
04/02/2020, 3.586 
05/02/2020, 3.563 
06/02/2020, 3.580 
07/02/2020, 3.537 
08/02/2020, 3.376 
09/02/2020, 3.154 
10/02/2020, 3.509 
11/02/2020, 3.458 
12/02/2020, 3.586 
13/02/2020, 3.603 
14/02/2020, 3.608 
15/02/2020, 3.484 
16/02/2020, 3.189 
17/02/2020, 3.502 
18/02/2020, 3.531 
19/02/2020, 3.505 
20/02/2020, 3.422 
21/02/2020, 3.470 
22/02/2020, 3.419 
23/02/2020, 3.198 
24/02/2020, 3.499 
25/02/2020, 3.564 
26/02/2020, 3.522 
27/02/2020, 3.561 
28/02/2020, 3.568 
29/02/2020, 3.434 
01/03/2020, 3.117 
02/03/2020, 3.465 
03/03/2020, 3.572 
04/03/2020, 3.536 
05/03/2020, 3.413 
06/03/2020, 3.465 
07/03/2020, 3.347 
08/03/2020, 3.106 
09/03/2020, 3.391 
10/03/2020, 3.515 
11/03/2020, 3.628 
12/03/2020, 3.600 
13/03/2020, 3.592 
14/03/2020, 3.481 
15/03/2020, 3.234 
16/03/2020, 3.598 
17/03/2020, 3.643 
18/03/2020, 3.566 
19/03/2020, 3.536 
20/03/2020, 3.481 
21/03/2020, 3.304 
22/03/2020, 3.010 
23/03/2020, 3.408 
24/03/2020, 3.472 
25/03/2020, 3.182 
26/03/2020, 3.467 
27/03/2020, 3.517 
28/03/2020, 3.373 
29/03/2020, 3.119 
30/03/2020, 3.412 
31/03/2020, 3.433 
01/04/2020, 3.408 
02/04/2020, 3.428 
03/04/2020, 3.425 
04/04/2020, 3.245 
05/04/2020, 2.988 
06/04/2020, 3.262 
07/04/2020, 3.323 
08/04/2020, 3.332 
09/04/2020, 3.350 
10/04/2020, 2.992 
11/04/2020, 3.039 
12/04/2020, 2.931 
13/04/2020, 3.323 
14/04/2020, 3.422 
15/04/2020, 3.440 
16/04/2020, 3.423 
17/04/2020, 3.374 
18/04/2020, 3.147 
19/04/2020, 2.959 
20/04/2020, 3.379 
21/04/2020, 3.409 
22/04/2020, 3.469 
23/04/2020, 3.498 
24/04/2020, 3.427 
25/04/2020, 3.278 
26/04/2020, 3.071 
27/04/2020, 3.401 
28/04/2020, 3.412 
29/04/2020, 3.385 
30/04/2020, 3.365 
01/05/2020, 3.032 
02/05/2020, 3.091 
03/05/2020, 2.994 
04/05/2020, 3.406 
05/05/2020, 3.501 
06/05/2020, 3.452 
07/05/2020, 3.160 
08/05/2020, 3.354 
09/05/2020, 3.161 
10/05/2020, 2.940 
11/05/2020, 3.322 
12/05/2020, 3.366 
13/05/2020, 3.412 
14/05/2020, 3.408 
15/05/2020, 3.293 
16/05/2020, 3.192 
17/05/2020, 3.026 
18/05/2020, 3.251 
19/05/2020, 3.186 
20/05/2020, 3.163 
21/05/2020, 2.857 
22/05/2020, 2.883 
23/05/2020, 2.735 
24/05/2020, 2.580 
25/05/2020, 2.581 
26/05/2020, 2.752 
27/05/2020, 2.863 
28/05/2020, 2.900 
29/05/2020, 2.942 
30/05/2020, 2.868 
31/05/2020, 2.578 
01/06/2020, 2.710 
02/06/2020, 3.057 
03/06/2020, 3.155 
04/06/2020, 3.189 
06/06/2020, 3.155 
06/06/2020, 3.016 
07/06/2020, 2.849 
08/06/2020, 3.210 
09/06/2020, 3.281 
10/06/2020, 3.277 
11/06/2020, 3.297 
12/06/2020, 3.248 
13/06/2020, 3.117 
14/06/2020, 2.962 
15/06/2020, 3.366 
16/06/2020, 3.435 
17/06/2020, 3.428 
18/06/2020, 3.463 
19/06/2020, 3.406 
20/06/2020, 3.202 
21/06/2020, 2.994 
22/06/2020, 3.383 
23/06/2020, 3.409 
24/06/2020, 3.415 
25/06/2020, 3.400 
26/06/2020, 3.368 
27/06/2020, 3.212 
28/06/2020, 3.007 
29/06/2020, 3.387 
30/06/2020, 3.467 
01/07/2020, 3.484 
02/07/2020, 3.470 
03/07/2020, 3.413 
04/07/2020, 3.250 
05/07/2020, 3.037 
06/07/2020, 3.377 
07/07/2020, 3.396 
08/07/2020, 3.439 
09/07/2020, 3.458 
10/07/2020, 3.448 
11/07/2020, 3.302 
12/07/2020, 3.119 
13/07/2020, 3.482 
14/07/2020, 3.554 
15/07/2020, 3.504 
16/07/2020, 3.531 
17/07/2020, 3.503 
18/07/2020, 3.358 
19/07/2020, 3.140 
20/07/2020, 3.499 
21/07/2020, 3.565 
22/07/2020, 3.533 
23/07/2020, 3.513 
24/07/2020, 3.442 
25/07/2020, 3.252 
26/07/2020, 3.015 
27/07/2020, 3.352 
28/07/2020, 3.451 
29/07/2020, 3.445 
30/07/2020, 3.310 
31/07/2020, 2.726 
01/08/2020, 3.085 
02/08/2020, 3.074 
03/08/2020, 3.426 
04/08/2020, 3.520 
05/08/2020, 3.536 
06/08/2020, 3.518 
07/08/2020, 3.511 
08/08/2020, 3.339 
09/08/2020, 3.145 
10/08/2020, 3.497 
11/08/2020, 3.561 
12/08/2020, 3.531 
13/08/2020, 3.567 
14/08/2020, 3.552 
15/08/2020, 3.408 
16/08/2020, 3.137 
17/08/2020, 2.942 
18/08/2020, 3.359 
19/08/2020, 3.532 
20/08/2020, 3.240 
21/08/2020, 3.445 
22/08/2020, 3.452 
23/08/2020, 3.227 
24/08/2020, 3.554 
25/08/2020, 3.595 
26/08/2020, 3.613 
27/08/2020, 3.579 
28/08/2020, 3.577 
29/08/2020, 3.471 
30/08/2020, 3.239 
31/08/2020, 3.553 
01/09/2020, 3.626 
02/09/2020, 3.627 
03/09/2020, 3.629 
04/09/2020, 3.630 
05/09/2020, 3.462 
06/09/2020, 3.235 
07/09/2020, 3.635 
08/09/2020, 3.703 
09/09/2020, 3.726 
10/09/2020, 3.725 
11/09/2020, 3.659 
12/09/2020, 3.502 
13/09/2020, 3.270 
14/09/2020, 3.599 
15/09/2020, 3.667 
16/09/2020, 3.639 
17/09/2020, 3.660 
18/09/2020, 3.675 
19/09/2020, 3.549 
20/09/2020, 3.348 
21/09/2020, 3.687 
22/09/2020, 3.635 
23/09/2020, 3.677 
24/09/2020, 3.754 
25/09/2020, 3.728 
26/09/2020, 3.536 
27/09/2020, 3.278 
28/09/2020, 3.606 
29/09/2020, 3.699 
30/09/2020, 3.720 
01/10/2020, 3.754 
02/10/2020, 3.722 
03/10/2020, 3.504 
04/10/2020, 3.229 
05/10/2020, 3.575 
06/10/2020, 3.621 
07/10/2020, 3.613 
08/10/2020, 3.624 
09/10/2020, 3.616 
10/10/2020, 3.444 
11/10/2020, 3.184 
12/10/2020, 3.592 
13/10/2020, 3.669 
14/10/2020, 3.725 
15/10/2020, 3.724 
16/10/2020, 3.658 
17/10/2020, 3.475 
18/10/2020, 3.227 
19/10/2020, 3.581 
20/10/2020, 3.701 
21/10/2020, 3.634 
22/10/2020, 3.669 
23/10/2020, 3.623 
24/10/2020, 3.480 
25/10/2020, 3.249 
26/10/2020, 3.582 
27/10/2020, 3.570 
28/10/2020, 3.550 
29/10/2020, 3.279 
30/10/2020, 3.418 
31/10/2020, 3.327 
01/11/2020, 3.078 
02/11/2020, 3.487 
03/11/2020, 3.601 
04/11/2020, 3.660 
05/11/2020, 3.631 
06/11/2020, 3.615 
07/11/2020, 3.536 
08/11/2020, 3.281 
09/11/2020, 3.631 
10/11/2020, 3.724 
11/11/2020, 3.736 
12/11/2020, 3.772 
13/11/2020, 3.785 
14/11/2020, 3.555 
15/11/2020, 3.225 
16/11/2020, 3.654 
17/11/2020, 3.754 
18/11/2020, 3.798 
19/11/2020, 3.770 
20/11/2020, 3.689 
21/11/2020, 3.524 
22/11/2020, 3.197 
23/11/2020, 3.544 
24/11/2020, 3.622 
25/11/2020, 3.598 
26/11/2020, 3.629 
27/11/2020, 3.642 
28/11/2020, 3.512 
29/11/2020, 3.172 
30/11/2020, 3.483 
01/12/2020, 3.612 
02/12/2020, 3.606 
03/12/2020, 3.582 
04/12/2020, 3.548 
05/12/2020, 3.383 
06/12/2020, 3.118 
07/12/2020, 3.382 
08/12/2020, 3.498 
09/12/2020, 3.053 
10/12/2020, 3.463 
11/12/2020, 3.546 
12/12/2020, 3.390 
13/12/2020, 3.122 
14/12/2020, 3.191 
15/12/2020, 3.252 
16/12/2020, 3.268 
17/12/2020, 3.288 
18/12/2020, 3.106 
19/12/2020, 3.343 
20/12/2020, 3.184 
21/12/2020, 3.559 
22/12/2020, 3.641 
23/12/2020, 3.687 
24/12/2020, 3.597 
25/12/2020, 3.301 
26/12/2020, 3.345 
27/12/2020, 3.246 
28/12/2020, 3.570 
29/12/2020, 3.600 
30/12/2020, 3.482 
31/12/2020, 3.280 